Expense_id,Transaction, Amount ,Category,Sub-Category,Payment_Method,Description
875,2020-04-19,60.00,Insurance,Home,Credit Card,FIRST AMER HOME BUYER PR 818-7815050  CA
876,2020-04-19,9.95,Food,Grocery,Credit Card,INDO PAK                 ROUND ROCK   TX
877,2020-04-19,38.83,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
878,2020-04-19,11.19,Food,Snacks,Credit Card,EXXONMOBIL    45971678   TEMPLE       TX
879,2020-04-19,34.58,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
880,2020-04-19,9.49,Food,Dine out,Credit Card,MCDONALD'S F27561        ROUND ROCK   TX
881,2020-04-20,14.06,Entertainment,TV Subscription,Credit Card,Netflix.com              408-5403700  CA
882,2020-04-20,1.89,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
883,2020-04-20,7.50,Food,Dine out,Credit Card,AUNTIE ANNES TX 159 BC   AUSTIN       TX
884,2020-04-20,4.06,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       OAKBROOK TER IL
885,2020-04-21,43.08,Food,Dine out,Credit Card,LAYALI AUSTIN            AUSTIN       TX
886,2020-04-21,85.00,Food,Dine out,Credit Card,CHEESECAKE BARTON CREEK  AUSTIN       TX
887,2020-04-21,47.58,Food,Dine out,Credit Card,HALALBROSCORPORATION_3   AUSTIN       TX
888,2020-04-22,84.00,Shopping,Personal Care,Credit Card,AMZN Mktp US*MZ13W2062   Amzn.com/billWA
889,2020-04-22,14.20,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
890,2020-04-22,34.74,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
891,2020-04-23,125.54,Shopping,Electronic,Credit Card,BEST BUY      00006916   GEORGETOWN   TX
892,2020-04-23,67.04,Shopping,Clothing,Credit Card,ROSS STORES #1487        GEORGETOWN   TX
893,2020-04-24,49.47,Food,Dine out,Credit Card,TOWN OF COLLIERVILLE     866-514-5192 TN
894,2020-04-24,36.79,Bills,Electricity,Credit Card,ATMOS ENERGY             888-286-6700 TX
895,2020-04-24,14.07,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
896,2020-04-25,15.16,Shopping,Clothing,Credit Card,KOHLS #0192              GEORGETOWN   TX
897,2020-04-25,9.96,Food,Dine out,Credit Card,ROUND ROCK DONUTS        ROUND ROCK   TX
898,2020-04-26,39.50,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX continued on next page...
899,2020-04-26,7.62,Food,Dine out,Credit Card,CHICK-FIL-A #03835       ROUND ROCK   TX
900,2020-04-27,99.00,Food,Dine out,Credit Card,MLGW                     901-544-6549 TN
901,2020-04-27,216.46,Shopping,Clothing,Credit Card,MACYS  BARTON CREEK      AUSTIN       TX
902,2020-04-27,2.00,Automobile,Parking,Credit Card,COA PARKING METERS       AUSTIN       TX
903,2020-04-28,21.22,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
904,2020-04-28,66.00,Shopping,Clothing,Credit Card,AMAZON.COM*MZ9SD1BF2 AMZNAMZN.COM/BILLWA
905,2020-04-28,13.99,Shopping,Clothing,Credit Card,AMZN MKTP US*MZ4KH2DY0 AMAMZN.COM/BILLWA
906,2020-04-28,14.07,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
907,2020-04-28,25.24,Food,Dine out,Credit Card,PAPA JOHN'S #4491        817-483-7777 TX
908,2020-04-29,126.92,Bills,Cable Internet,Credit Card,TWC*TIME WARNER CABLE    888-TWCABLE  TX
909,2020-04-29,292.08,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
910,2020-04-29,44.70,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
911,2020-04-29,65.98,Shopping,Clothing,Credit Card,AT HOME STORE #93        PFLUGERVILLE TX
912,2020-04-29,8.63,Shopping,Home ware,Credit Card,THE HOME DEPOT #6808     PFLUGERVILLE TX
913,2020-04-30,12.85,Personal Care,Brows,Credit Card,SQ *WAX AND MORE BY US   AUSTIN       TX
914,2020-04-30,171.25,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
915,2020-04-30,17.31,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
916,2020-04-30,11.00,Automobile,Car Wash,Credit Card,WAGAWASH AUTO            ROUND ROCK   TX
917,2020-05-01,77.75,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
918,2020-05-01,135.00,Entertainment,Music Lessons,Credit Card,PREMIER MUSIC ACADEMY    ROUND ROCK   TX
919,2020-05-01,37.36,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
920,2020-05-02,296.76,Insurance,Car,Credit Card,STATE FARM  INSURANCE    800-956-6310 IL
921,2020-05-02,13.60,Automobile,Gas,Credit Card,7-ELEVEN 38607           ROUND ROCK   TX
922,2020-05-03,85.76,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
923,2020-05-04,66.00,Shopping,Toys,Credit Card,AMAZON.COM*MN21N6OF1 AMZNAMZN.COM/BILLWA
924,2020-05-04,13.99,Shopping,Toys,Credit Card,AMZN MKTP US*MZ5NL49S2 AMAMZN.COM/BILLWA
925,2020-05-04,47.58,Food,Dine out,Credit Card,HALALBROSCORPORATION_1   AUSTIN       TX
926,2020-05-04,10.00,Entertainment,Kid Center,Credit Card,AUSTINS PARK N PIZZA     PFLUGERVILLE TX
927,2020-05-04,54.02,Entertainment,Kid Center,Credit Card,AUSTINS PARK N PIZZA     PFLUGERVILLE TX
928,2020-05-05,27.90,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
929,2020-05-05,47.90,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
930,2020-05-06,248.69,Shopping,Clothing,Credit Card,JUSTICE #1209            ROUND ROCK   TX
931,2020-05-06,7.14,Food,Dine out,Credit Card,STARBUCKS STORE 11075    ROUND ROCK   TX
932,2020-05-06,9.71,Food,Dine out,Credit Card,MCDONALD'S F27561        ROUND ROCK   TX
933,2020-05-07,69.77,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
934,2020-05-07,3.41,Food,Snacks,Cash,SHELL OIL 57528172307    ROUND ROCK   TX
935,2020-05-07,33.49,Food,Dine out,Credit Card,CHICK-FIL-A #508         254-778-1889 TX
936,2020-05-08,25.15,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
937,2020-05-09,46.82,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
938,2020-05-09,39.86,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
939,2020-05-09,57.91,Shopping,Home ware,Credit Card,BATH AND BODY WORKS 5271 ROUND ROCK   TX
940,2020-05-10,11.65,Food,Dine out,Credit Card,ROUND ROCK DONUTS        ROUND ROCK   TX
941,2020-06-20,14.06,Entertainment,TV Subscription,Credit Card,Netflix.com              netflix.com  CA
942,2020-06-22,6.90,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
943,2020-06-22,51.71,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
944,2020-06-23,10.12,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
945,2020-06-23,35.00,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
946,2020-06-23,60.29,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
947,2020-06-26,8.87,Food,Dine out,Credit Card,SUBWAY        00444802   ROUND ROCK   TX
948,2020-06-26,40.00,Automobile,Toll Fee,Credit Card,TXTAG 888 468 9824       888-4689824  TX
949,2020-06-26,533.73,Healthcare,Copay,Credit Card,S&W DESK 5A              TEMPLE       TX
950,2020-06-27,11.84,Automobile,Gas,Credit Card,EXXONMOBIL    45971678   TEMPLE       TX
951,2020-06-28,39.48,Automobile,Gas,Credit Card,EXXONMOBIL    45971678   TEMPLE       TX
952,2020-06-28,7.47,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
953,2020-06-29,385.32,Loan,Car Payment,Credit Card,ROUND ROCK NISSAN        ROUND ROCK   TX
954,2020-06-29,20.79,Healthcare,Vitamins,Credit Card,THE VITAMIN SHOPPE#247   ROUND ROCK   TX
955,2020-06-29,12.77,Food,Dine out,Credit Card,FIREHOUSE SUBS # 380     ROUND ROCK   TX
956,2020-06-29,693.71,Loan,Car Payment,Credit Card,MERCEDES GEORGETOWN      GEORGETOWN   TX
957,2020-06-30,8.28,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
958,2020-06-30,16.66,Healthcare,Medication,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
959,2020-06-30,33.25,Food,Dine out,Credit Card,HALALBROSCORPORATION_1   AUSTIN       TX
960,2020-06-30,37.24,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
961,2020-07-02,184.13,Insurance,Car,Credit Card,STATE FARM  INSURANCE    800-956-6310 IL
962,2020-07-02,27.02,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
963,2020-07-03,120.63,Food,Grocery,Credit Card,COSTCO WHSE #1152        CEDAR PARK   TX
964,2020-07-03,11.98,Food,Dine out,Credit Card,HALALBROSCORPORATION_3   AUSTIN       TX
965,2020-07-06,23.06,Food,Dine out,Credit Card,LAYALI AUSTIN            AUSTIN       TX
966,2020-07-06,3328.02,Shopping,Jewelry,Credit Card,KAY OUTLET #4177         ROUND ROCK   TX
967,2020-07-07,43.37,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
968,2020-07-07,29.08,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
969,2020-07-08,38.01,Shopping,Gifts,Credit Card,CORNER STORE 1338        TEMPLE       TX
970,2020-07-10,41.47,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
971,2020-07-11,37.92,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
972,2020-07-13,3.69,Food,Dine out,Credit Card,LAYALI AUSTIN            AUSTIN       TX
973,2020-07-13,34.68,Food,Dine out,Credit Card,HALALBROSCORPORATION_3   AUSTIN       TX
974,2020-07-15,32.95,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
975,2020-07-16,13.86,Automobile,Gas,Credit Card,7-ELEVEN 38607           ROUND ROCK   TX
976,2020-07-16,7.47,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
977,2020-07-18,10.18,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
978,2020-07-18,8.07,Shopping,Gifts,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
979,2020-07-19,10.88,Shopping,Toys,Credit Card,AMZN Mktp US*MA36G2CF2   Amzn.com/billWA
980,2020-07-19,30.00,Other,Court fee,Credit Card,MUNICIPAL COURT (RTL)    512-974-4800 TX
981,2020-07-19,1.99,Shopping,Hobby,Credit Card,AMZN Mktp US*MH8246YV1   Amzn.com/billWA
982,2020-07-19,60.00,Insurance,Home,Credit Card,FIRST AMER HOME BUYER PR 818-7815050  CA
983,2020-07-19,7.74,Food,Dine out,Credit Card,CHICK-FIL-A #03835       ROUND ROCK   TX
984,2020-07-20,29.80,Shopping,Toys,Credit Card,AMZN Mktp US*MA4IK5OI2   Amzn.com/billWA
985,2020-07-20,22.70,Food,Dine out,Credit Card,LAYALI AUSTIN            AUSTIN       TX
986,2020-07-20,14.06,Entertainment,TV Subscription,Credit Card,Netflix.com              netflix.com  CA
987,2020-07-20,13.86,Automobile,Gas,Credit Card,7-ELEVEN 38607           ROUND ROCK   TX
988,2020-07-20,41.75,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
989,2020-07-21,32.20,Food,Dine out,Credit Card,HALALBROSCORPORATION_1   AUSTIN       TX
990,2020-07-21,22.15,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
991,2020-07-22,54.14,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
992,2020-07-25,51.09,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
993,2020-07-25,21.58,Automobile,Gas,Credit Card,7-ELEVEN 38607           ROUND ROCK   TX
994,2020-07-27,6.30,Food,Dine out,Credit Card,LAYALI AUSTIN            AUSTIN       TX
995,2020-07-27,25.23,Food,Dine out,Credit Card,LAYALI AUSTIN            AUSTIN       TX
996,2020-07-28,62.74,Shopping,Clothing,Credit Card,ROSS STORES #1196        ROUND ROCK   TX
997,2020-07-29,28.64,Automobile,Gas,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
998,2020-07-29,61.35,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
999,2020-07-30,500.00,Loan,Car Payment,Credit Card,ROUND ROCK NISSAN        ROUND ROCK   TX
1000,2020-07-31,11.61,Automobile,Uber,Credit Card,UBER   TRIP              HELP.UBER.COMCA
1001,2020-07-31,7.98,Food,Dine out,Credit Card,ROUND ROCK DONUTS        ROUND ROCK   TX
1002,2020-07-31,18.83,Food,Dine out,Credit Card,MCDONALD'S F35425        IRVING       TX
1003,2020-07-31,47.37,Automobile,Car Wash,Credit Card,H-E-B GAS/CARWASH #673   ROUND ROCK   TX
1004,2020-07-31,28.14,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1005,2020-07-31,107.17,Bills,Home Maintenance,Credit Card,Bulwark Exterminating    877-428-5927 AZ
1006,2020-08-01,5.00,Vacation,Cart Rental,Credit Card,AUSTIN AP CART RENTAL    AUSTIN       TX
1007,2020-08-01,12.00,Shopping,Accessories,Credit Card,PANASONIC - AA           LAKE FOREST  CA
1008,2020-08-01,25.06,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
1009,2020-08-01,6.00,Vacation,Cart Rental,Credit Card,91280 - AUSTIN-BERGSTROM AUSTIN       TX
1010,2020-08-01,20.00,Shopping,Personal  ,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
1011,2020-08-02,190.64,Insurance,Car,Credit Card,STATE FARM  INSURANCE    800-956-6310 IL
1012,2020-08-03,36.78,Food,Dine out,Credit Card,FIREHOUSE SUBS # 380     ROUND ROCK   TX
1013,2020-08-03,30.25,Shopping,Clothing,Credit Card,THE DISNEY STORE #930    ROUND ROCK   TX
1014,2020-08-03,70.15,Shopping,Clothing,Credit Card,JUSTICE #1209            ROUND ROCK   TX
1015,2020-08-04,103.33,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1016,2020-08-05,30.29,Shopping,Shoes,Credit Card,TARGET        00024950   PFUGERVILLE  TX
1017,2020-08-05,4.95,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
1018,2020-08-05,405.06,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
1019,2020-08-05,19.64,Food,Grocery,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
1020,2020-08-05,14.95,Personal Care,Hair Cut,Credit Card,PREMIER CUTS - ROUND ROCKROUND ROCK   TX
1021,2020-08-05,14.07,Food,Grocery,Credit Card,RANDALLS #2636           ROUND ROCK   TX
1022,2020-08-06,3.52,Food,Snacks,Cash,SQ *3 STAR CANDY SHOP    ROUND ROCK   TX
1023,2020-08-06,21.18,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
1024,2020-08-06,42.70,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX continued on next page...
1025,2020-08-11,42.19,Entertainment,Kid Center,Credit Card,URBAN AIR ADVENTURE PARK AUSTIN       TX
1026,2020-08-12,65.36,Shopping,Shoes,Credit Card,TARGET        00019828   GEORGETOWN   TX
1027,2020-08-12,37.96,Automobile,Gas,Credit Card,H-E-B GAS/CAR WASH#591   ROUND ROCK   TX
1028,2020-08-12,14.84,Shopping,Personal  ,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
1029,2020-08-13,33.94,Automobile,Gas,Credit Card,H-E-B GAS/CAR WASH#591   ROUND ROCK   TX
1030,2020-08-13,20.10,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
1031,2020-08-14,55.91,Shopping,Clothing,Credit Card,TARGET        00010660   ROUND ROCK   TX
1032,2020-08-14,12.94,Food,Dine out,Credit Card,STARBUCKS STORE 22297    ROUND ROCK   TX
1033,2020-08-14,32.45,Shopping,Home improvement,Credit Card,THE HOME DEPOT #0504     ROUND ROCK   TX
1034,2020-08-15,334.20,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
1035,2020-08-15,28.58,Food,Grocery,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
1036,2020-08-15,5.00,Shopping,Personal  ,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
1037,2020-08-16,25.00,Personal Care,Nails,Credit Card,AROMA NAILS & SPA        ROUND ROCK   TX
1038,2020-08-16,9.77,Food,Grocery,Credit Card,RANDALLS #2636           ROUND ROCK   TX
1039,2020-08-16,56.01,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
1040,2020-08-16,60.55,Food,Grocery,Credit Card,INDO PAK SUPER MARKET    ROUND ROCK   TX
1041,2020-08-17,37.34,Entertainment,Movies,Credit Card,CINEMARK THEATRES 379    ROUND ROCK   TX
1042,2020-08-17,18.05,Entertainment,Movies,Credit Card,CINEMARK THEATRES 379    ROUND ROCK   TX
1043,2020-08-18,3.18,Bills,Apple Services,Credit Card,APL*ITUNES.COM/BILL      866-712-7753 CA
1044,2020-08-18,475.13,Bills,Club membership,Credit Card,TMB PHY REGISTRATION     EGOV.COM     TX
1045,2020-08-18,75.00,Food,Dine out,Credit Card,RAZZOO'S CAJUN CAFE #220 ROUND ROCK   TX
1046,2020-08-19,11.31,Food,Dine out,Credit Card,STARBUCKS STORE 22297    ROUND ROCK   TX
1047,2020-08-19,24.52,Food,Dine out,Credit Card,CHICK-FIL-A #508         TEMPLE       TX
1048,2020-08-20,14.06,Entertainment,TV Subscription,Credit Card,Netflix.com              netflix.com  CA
1049,2020-08-20,117.90,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1050,2020-08-20,5.66,Shopping,Personal  ,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
1051,2020-08-21,37.04,Automobile,Gas,Credit Card,H-E-B GAS/CAR WASH#591   ROUND ROCK   TX
1052,2020-08-21,64.54,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
1053,2020-08-22,43.74,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
1054,2020-08-24,3.69,Food,Dine out,Credit Card,LAYALI AUSTIN            AUSTIN       TX
1055,2020-08-24,1.00,Automobile,Parking,Credit Card,COA PARKING METERS       AUSTIN       TX
1056,2020-08-25,23.17,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
1057,2020-08-26,308.00,Food,Dine out,Credit Card,AAC*MASTER YANGS W-7390  800-2338483  TX
1058,2020-08-26,265.66,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
1059,2020-08-26,24.55,Automobile,Gas,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
1060,2020-08-26,40.52,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
1061,2020-08-26,39.60,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1062,2020-08-26,14.99,Shopping,Personal  ,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
1063,2020-08-26,0.38,Shopping,Personal  ,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
1064,2020-08-26,45.44,Shopping,D残or,Credit Card,ROSS STORES #1326        PFLUGERVILLE TX
1065,2020-08-27,21.87,Food,Dine out,Credit Card,MAD GREENS - 0304        MARTINDALE   TX
1066,2020-08-28,17.72,Food,Dine out,Credit Card,MCDONALD'S F27561        ROUND ROCK   TX
1067,2020-08-28,1.72,Food,Dine out,Credit Card,MCDONALD'S F27561        ROUND ROCK   TX
1068,2020-08-28,44.06,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
1069,2020-08-29,52.00,Personal Care,Facial,Credit Card,CENTRAL TEXAS BEAUTY COLLTEMPLE       TX
1070,2020-08-30,34.85,Automobile,Gas,Credit Card,H-E-B GAS/CAR WASH#591   ROUND ROCK   TX
1071,2020-08-30,34.15,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
1072,2020-08-31,20.00,Entertainment,Kid Center,Credit Card,SQ *CARDEN CIRCUS I      SPRINGFIELD  MO
1073,2020-08-31,5.00,Entertainment,Kid Center,Credit Card,SQ *CARDEN CIRCUS I      SPRINGFIELD  MO
1074,2020-08-31,15.00,Entertainment,Kid Center,Credit Card,SQ *CARDEN CIRCUS I      SPRINGFIELD  MO
1075,2020-09-01,129.96,Entertainment,Club membership,Credit Card,TM *AUSTIN SHRINE CIRC   800-653-8000 CA
1076,2020-09-01,135.00,Entertainment,Music Lessons,Credit Card,PREMIER MUSIC ACADEMY    ROUND ROCK   TX
1077,2020-09-02,5.00,Food,Snacks,Credit Card,NAMCC                    WWW.NAMCC.ORGTX
1078,2020-09-03,7.58,Entertainment,DVD Rental,Credit Card,REDBOX *DVD RENTAL       866-733-2693 IL
1079,2020-09-03,105.00,Entertainment,Sports,Credit Card,SOCCER SHOTS - AUSTIN    512-420-9450 TX
1080,2020-09-04,190.64,Insurance,Car  ,Credit Card,STATE FARM  INSURANCE    800-956-6310 IL
1081,2020-09-04,121.38,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1082,2020-09-04,16.95,Personal Care,Hair Cut,Credit Card,PREMIER CUTS - ROUND ROCKROUND ROCK   TX
1083,2020-09-04,30.30,Shopping,Shoes,Credit Card,DSW UNIVERSITY OAKS      ROUND ROCK   TX
1084,2020-09-04,47.45,Automobile,Gas,Credit Card,SHELL OIL 12392203001    ROUND ROCK   TX
1085,2020-09-05,48.70,Food,Take out,Credit Card,MCAFEE *WWW.MCAFEE.COM   866-622-3911 TX
1086,2020-09-05,33.58,Food,Grocery,Credit Card,H-E-B GAS/CAR WASH#591   ROUND ROCK   TX
1087,2020-09-05,167.18,Healthcare,Copay,Credit Card,S&W DESK 5A              TEMPLE       TX
1088,2020-09-05,156.83,Shopping,Shoes,Credit Card,DSW UNIVERSITY OAKS      ROUND ROCK   TX
1089,2020-09-06,70.00,Personal Care,Nails,Credit Card,AROMA NAILS & SPA        ROUND ROCK   TX
1090,2020-09-06,15.59,Food,Dine out,Credit Card,IN N OUT BURGER 289      ROUND ROCK   TX
1091,2020-09-06,3.56,Food,Dine out,Credit Card,MCDONALD'S F27561        ROUND ROCK   TX
1092,2020-09-06,13.05,Food,Dine out,Credit Card,MCDONALD'S F27561        ROUND ROCK   TX
1093,2020-09-07,100.13,Shopping,Shoes,Credit Card,DILLARDS 735 LAKELINE    CEDAR PARK   TX
1094,2020-09-07,70.00,Food,Dine out,Credit Card,BLUE CORN HARVEST BAR & GCEDAR PARK   TX
1095,2020-09-07,10.24,Automobile,Gas,Credit Card,7-ELEVEN 38615           AUSTIN       TX
1096,2020-09-07,6.72,Food,Dine out,Credit Card,STARBUCKS LAKELINE MALL  CEDAR PARK   TX
1097,2020-09-07,22.73,Entertainment,Kid Center,Credit Card,INFLATABLE WONDERLAND    LEANDER      TX
1098,2020-09-07,69.67,Food,Grocery,Credit Card,INTERNATIONAL FOOD MARKETAUSTIN       TX
1099,2020-09-09,360.35,Food,Grocery,Credit Card,COSTCO WHSE#1322         PFLUGERVILLE TX
1100,2020-09-09,20.10,Automobile,Gas,Credit Card,COSTCO GAS #1322         PFLUGERVILLE TX
1101,2020-09-09,61.44,Food,Grocery,Credit Card,H-E-B #591               ROUND ROCK   TX
1102,2020-09-09,47.31,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1103,2020-09-10,22.16,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1104,2020-09-10,46.00,Shopping,Clothing,Credit Card,POLO/RL ROUND ROCK 153   ROUND ROCK   TX
1105,2020-09-10,2.70,Food,Snacks,Credit Card,CVS/PHARMACY #06690      ROUND ROCK   TX
1106,2020-09-10,36.28,Automobile,Gas,Credit Card,CORNER STORE 1338        TEMPLE       TX
1107,2020-09-11,59.25,Food,Grocery,Credit Card,INDOPAK SUPERMAKET       ROUND ROCK   TX
1108,2020-09-11,39.62,Food,Grocery,Credit Card,H-E-B #673               ROUND ROCK   TX
1109,2020-09-11,16.35,Food,Dine out,Credit Card,CHIPOTLE 2363            ROUND ROCK   TX
1110,2020-09-11,459.14,Shopping,Accessories,Credit Card,COACH INC 5701           ROUND ROCK   TX
1111,2020-09-11,186.15,Shopping,Clothing,Credit Card,POLO/RL ROUND ROCK 153   ROUND ROCK   TX
1112,2020-12-11,16.42,Shopping,Clothing,Credit Card,ROSS STORES #1224        COLLIERVILLE TN
1113,2020-12-12,50.00,Bills,Club membership,Credit Card,4TE*ISLAMIC ASSOCIATION O901-756-4794 TN
1114,2020-12-12,771.20,Healthcare,Vision,Credit Card,JONES EYECARE PLLC       GERMANTOWN   TN
1115,2020-12-13,14.25,Food,Grocery,Credit Card,KROGER #481       SL9    COLLIERVILLE TN
1116,2020-12-13,12.08,Food,Grocery,Credit Card,KROGER #481       SL9    COLLIERVILLE TN
1117,2020-12-13,30.20,Food,Grocery,Credit Card,KROGER FUEL #5481        COLLIERVILLE TN
1118,2020-12-14,6.59,Food,Snacks,Credit Card,"USA*MINUTE KEY, INC.     BOULDER      TN"
1119,2020-12-16,33.86,Food,Dine out,Credit Card,OSAKA JAPANESE CUISINE LLCOLLIERVILLE TN
1120,2020-12-16,43.36,Food,Dine out,Credit Card,OSAKA JAPANESE CUISINE LLCOLLIERVILLE TN
1121,2020-12-16,21.40,Food,Grocery,Credit Card,KROGER #481       SL9    COLLIERVILLE TN
1122,2020-12-17,20.01,Bills,Cleaning service,Credit Card,TOWNE & COUNTRY CLEANERS COLLIERVILLE TN
1123,2020-12-17,58.41,Food,Dine out,Credit Card,CHICK-FIL-A #01130       COLLIERVILLE TN
1124,2020-12-18,113.85,Vacation,Hotel,Credit Card,HOTELS.COM154232684076   HOTELS.COM   WA ARRIVAL DATE 12/19/18
1125,2020-12-18,107.45,Vacation,Hotel,Credit Card,AGODA.COM                Internet     DE
1126,2020-12-18,214.00,Automobile,Gas,Credit Card,MLGW                     901-544-6549 TN
1127,2020-12-18,50.85,Food,Dine out,Credit Card,MCDONALD'S F22859        COLLIERVILLE TN
1128,2020-12-19,60.00,Insurance,Home,Credit Card,FIRST AMER HOME BUYER PR 818-7815050  CA
1129,2020-12-19,12.75,Food,Grocery,Credit Card,KROGER #481       SL9    COLLIERVILLE TN
1130,2020-12-19,71.92,Food,Grocery,Credit Card,KROGER #481       SL9    COLLIERVILLE TN
1131,2020-12-19,18.19,Food,Grocery,Credit Card,KROGER FUEL #5481        COLLIERVILLE TN
1132,2020-12-19,8.23,Food,Dine out,Credit Card,STARBUCKS STORE 10084    COLLIERVILLE TN
1133,2020-12-19,33.77,Food,Dine out,Credit Card,PIZZA HUT 014236         NEW BOSTON   TX
1134,2020-12-19,27.59,Automobile,Gas,Credit Card,SHELL OIL 57543773808    NEW BOSTON   TX
1135,2020-12-19,5000.00,Automobile,Maintenance,Credit Card,MERCEDES-BENZ OF KNOXVILL865-7772222  TN
